NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE
ALPHABET CITY,01 ONE FAMILY DWELLINGS,1,10009,1,0,1,987,"2,183",1860,1,A4,"$4,844,809.00"
ALPHABET CITY,01 ONE FAMILY DWELLINGS,1,10009,1,0,1,987,"2,183",1860,1,A4, $	-   
ALPHABET CITY,01 ONE FAMILY DWELLINGS,1,10009,1,0,1,"1,883","5,200",1900,1,A4,"$6,100,000.00"
ALPHABET CITY,02 TWO FAMILY DWELLINGS,1,10009,2,0,2,"1,218","4,764",1899,1,B1, $	-   
ALPHABET CITY,02 TWO FAMILY DWELLINGS,1,10009,2,0,2,"1,510","4,520",1900,1,B9, $	-   
ALPHABET CITY,02 TWO FAMILY DWELLINGS,1,10009,2,0,2,"1,510","4,520",1900,1,B9, $	-   
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,20,2,22,"3,481","14,588",1930,2,C7,"$8,300,000.00"
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,12,4,16,"4,186","10,588",1900,2,C7,"$10,350,000.00"
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,18,0,18,"2,271","10,650",1910,2,C1,"$5,000,000.00"
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2A,10009,4,0,4,"1,950","5,446",2001,2,C3,"$6,250,000.00"
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2B,10009,8,2,10,"1,642","5,220",1910,2,C4,"$2,400,000.00"
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,17,0,17,"4,614","20,599",1900,2,C4, $	-   
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,45,0,45,"9,234","49,799",1900,2,C4, $	-   
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,35,0,35,"9,227","43,871",1900,2,C1, $	-   
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,33,2,35,"4,740","19,980",1900,2,C7,"$17,250,000.00"
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,12,0,12,"2,370","10,715",1900,2,C4,"$954,623.00"
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,16,2,18,"4,650","27,000",1910,2,C7, $	-   
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,23,4,27,"7,347","14,696",1910,2,C7, $	-   
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,16,2,18,"1,934","8,700",1900,2,C7, $	-   
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,16,2,18,"1,934","8,700",1900,2,C7, $	-   
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,16,1,17,"1,933","8,699",1900,2,C7,"$5,000,000.00"
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,16,1,17,"1,933","8,699",1900,2,C7, $	-   
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,28,2,30,"4,616","18,690",1900,2,C7,"$7,906,412.00"
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,28,2,30,"4,616","18,690",1900,2,C7, $	-   
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2B,10009,8,1,9,"1,964","5,815",1900,2,C4, $	-   
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,8,3,11,"2,364","7,166",1900,2,C7,"$3,000,000.00"
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,20,1,21,"4,845","13,854",1900,2,C5,"$7,000,000.00"
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,14,0,14,"2,271","6,794",1900,2,C4, $	-   
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2B,10009,9,1,10,"1,817","6,162",1900,2,C4, $	-   
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2B,10009,9,0,9,"1,817","6,150",1900,2,C4, $	-   
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2B,10009,8,2,10,"1,919","7,810",1900,2,C4,"$3,100,000.00"
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2A,10009,4,0,4,"2,369","4,100",1900,2,C3,"$5,850,000.00"
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2B,10009,10,0,10,"1,449","6,300",1900,2,C4, $	-   
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,14,0,14,"2,468","10,888",1900,2,C4,"$1,423,033.00"
ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,10009,19,1,20,"3,622","11,951",1900,2,C7, $	-   
ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,10009,44,0,44,"11,534","46,700",1900,2,D5, $	-   
ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,10009,28,0,28,"7,050","30,750",1900,2,D5, $	-   
ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,10009,33,0,33,"7,050","38,520",1920,2,D1, $	-   
ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,10009,81,2,83,"14,076","71,334",1970,2,D6,"$82,000,000.00"
ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,10009,32,1,33,"6,815","20,382",1915,2,D3, $	-   
ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,10009,26,1,27,"5,163","29,960",2009,2,D9, $	-   
ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,10009,26,1,27,"5,163","29,960",2009,2,D9, $	-   
ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,10009,26,1,27,"5,163","29,960",2009,2,D9, $	-   
ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,10009,26,1,27,"5,163","29,960",2009,2,D9, $	-   
ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,10009,26,1,27,"5,163","29,960",2009,2,D9,"$12,576,125.00"
ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,10009,26,1,27,"5,163","29,960",2009,2,D9,"$12,423,875.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1920,2,C6,"$385,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1925,2,C6,"$445,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1925,2,C6,"$590,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1920,2,C6,"$385,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2C,10009,0,0,0,0,0,1900,2,C6, $	-   
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1900,2,C6, $	-   
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1900,2,C6, $	-   
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1900,2,C6,"$384,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1928,2,C6,"$350,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1928,2,C6,"$699,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2C,10009,0,0,0,0,0,1900,2,C6,"$900,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,2001,2,C6,"$619,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1900,2,C6,"$800,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1930,2,C6,"$455,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1930,2,C6,"$492,500.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1930,2,C6,"$479,500.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1900,2,C6,"$505,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1900,2,C6,"$690,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1900,2,C6,"$505,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2C,10009,0,0,0,0,0,1925,2,C6,"$699,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2C,10009,0,0,0,0,0,1925,2,C6,"$659,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1950,2,C6,"$990,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1950,2,C6,"$409,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1950,2,C6,"$995,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2C,10009,0,0,0,0,0,1910,2,C6,"$525,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2C,10009,0,0,0,0,0,1920,2,C6, $	-   
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1940,2,C6,"$1,399,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1910,2,C6,"$418,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1910,2,C6,"$380,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1910,2,C6,"$499,500.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1910,2,C6,"$256,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1910,2,C6,"$690,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1910,2,C6,"$564,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1937,2,C6,"$545,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1920,2,C6,"$405,600.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1920,2,C6,"$499,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1920,2,C6,"$521,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1915,2,C6,"$450,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1915,2,C6,"$405,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1915,2,C6, $	-   
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1937,2,C6,"$1,350,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2C,10009,0,0,0,0,0,1900,2,C6,"$550,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2C,10009,0,0,0,0,0,1900,2,C6,"$615,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1900,2,C6,"$1,075,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2C,10009,0,0,0,0,0,1900,2,C6,"$825,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2C,10009,0,0,0,0,0,1900,2,C6,"$595,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2C,10009,0,0,0,0,0,1900,2,C6,"$1,110,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1925,2,C6,"$440,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1900,2,C6,$10.00
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1900,2,C6,$10.00
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1901,2,C6,"$750,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1901,2,C6,"$375,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1901,2,C6,"$285,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1900,2,C6,"$750,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1900,2,C6,"$940,000.00"
ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,10009,0,0,0,0,0,1900,2,C6,"$620,000.00"
ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS,2,10009,0,0,0,0,0,1920,2,D0,"$1,300,000.00"
ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS,2,10009,0,0,0,0,0,1920,2,D0,"$1,920,000.00"
ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS,2,10009,0,0,0,0,0,1900,2,D4,"$1,100,000.00"
ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS,2,10009,0,0,0,0,0,1900,2,D4,"$475,000.00"
ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS,2,10009,0,0,0,0,0,1920,2,D4,"$435,000.00"
ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS,2,10009,0,0,0,0,0,1973,2,D4,"$5,500,000.00"
ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS,2,10009,0,0,0,0,0,1920,2,D4,$10.00
ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS,2,10009,0,0,0,0,0,1940,2,D4,"$910,762.00"
ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS,2,10009,0,0,0,0,0,1940,2,D4,"$640,000.00"
ALPHABET CITY,11A CONDO-RENTALS,2,10009,22,0,22,"13,395",0,2016,2,RR, $	-   
ALPHABET CITY,12 CONDOS - WALKUP APARTMENTS,2,10009,1,0,1,0,"1,004",0,2,R2,"$1,249,000.00"
ALPHABET CITY,12 CONDOS - WALKUP APARTMENTS,2,10009,1,0,1,0,553,0,2,R2, $	-   
ALPHABET CITY,12 CONDOS - WALKUP APARTMENTS,2,10009,1,0,1,0,579,0,2,R2,"$900,000.00"
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,10009,1,0,11,0,"1,563",1920,2,R4, $	-   
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,10009,1,0,1,0,680,0,2,R4,"$820,000.00"
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,10009,1,0,1,0,481,2014,2,R4,"$732,376.00"
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,10009,1,0,1,0,733,2014,2,R4,"$1,016,213.00"
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,10009,1,0,1,"6,442",640,1928,2,R4,"$33,159.00"
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,10009,1,0,1,"6,442",500,1928,2,R4,"$975,000.00"
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,10009,1,0,1,"6,442",420,1928,2,R4,"$680,000.00"
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,10009,1,0,1,"6,442",650,1928,2,R4,"$1,150,000.00"
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,10009,1,0,1,0,933,2005,2,R4,"$1,372,500.00"
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,10009,1,0,1,0,951,2005,2,R4,"$1,350,000.00"
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,10009,1,0,1,"3,853",671,1910,2,R4,"$692,410.00"
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,10009,1,0,1,"3,853","1,124",1910,2,R4,"$1,270,000.00"
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,10009,1,0,1,"3,853",751,1910,2,R4,"$780,000.00"
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,10009,1,0,1,0,528,2008,2,R4,"$685,000.00"
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,10009,1,0,1,0,500,0,2,R4,"$555,863.00"
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,10009,1,0,1,0,"1,039",1965,2,R4,"$2,000,000.00"
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,10009,1,0,1,0,434,1965,2,R4,"$640,000.00"
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,10009,1,0,1,0,"1,254",2013,2,R4,"$2,112,868.00"
ALPHABET CITY,14 RENTALS - 4-10 UNIT,2A,10009,4,1,5,"2,212","6,560",1900,2,S4,"$5,100,000.00"
ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,10009,1,0,1,0,570,2003,2,R1, $	-   
ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,10009,1,0,1,0,570,2003,2,R1,"$752,500.00"
ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,10009,1,0,1,0,928,0,2,R1,"$1,050,000.00"
ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,10009,1,0,1,0,"1,280",1905,2,R1, $	-   
ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,10009,1,0,1,"2,575","1,523",0,2,R1,"$1,895,000.00"
ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,10009,1,0,1,0,815,0,2,R1,"$1,265,000.00"
ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,10009,1,0,1,0,872,0,2,R1,"$1,395,000.00"
ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,10009,1,0,1,0,942,0,2,R1,"$1,550,000.00"
ALPHABET CITY,17 CONDO COOPS,2,10009,0,0,0,0,0,1900,2,R9,"$375,000.00"
ALPHABET CITY,17 CONDO COOPS,2,10009,0,0,0,0,0,1900,2,R9,"$690,000.00"
ALPHABET CITY,17 CONDO COOPS,2,10009,0,0,0,0,0,1900,2,R9,"$325,000.00"
ALPHABET CITY,17 CONDO COOPS,2,10009,0,0,0,0,0,2001,2,R9,"$50,000,000.00"
ALPHABET CITY,17 CONDO COOPS,2,10009,0,0,0,0,0,1920,2,R9,"$487,000.00"
ALPHABET CITY,17 CONDO COOPS,2,10009,0,0,0,0,0,1920,2,R9,"$475,000.00"
ALPHABET CITY,17 CONDO COOPS,2,10009,0,0,0,0,0,1920,2,R9,"$1,555,000.00"
ALPHABET CITY,17 CONDO COOPS,2,10009,0,0,0,0,0,1920,2,R9,"$589,000.00"
ALPHABET CITY,22 STORE BUILDINGS,4,10009,1,1,2,"4,845","10,968",1904,4,K4,"$16,250,000.00"
ALPHABET CITY,29 COMMERCIAL GARAGES,4,10009,0,0,0,"2,300",0,0,4,G7, $	-   
ALPHABET CITY,31 COMMERCIAL VACANT LAND,4,10009,0,0,0,"4,738",0,0,4,V1, $	-   
ALPHABET CITY,34 THEATRES,4,10009,0,1,1,"5,253","4,300",1920,4,J9,"$12,000,000.00"
ALPHABET CITY,47 CONDO NON-BUSINESS STORAGE,4,10009,0,1,1,0,0,2005,4,RS, $	-   
ALPHABET CITY,47 CONDO NON-BUSINESS STORAGE,4,10009,0,1,1,0,0,2005,4,RS, $	-   
CHELSEA,01 ONE FAMILY DWELLINGS,1,10001,1,0,1,"1,370","4,290",1970,1,A5,"$5,500,000.00"
CHELSEA,01 ONE FAMILY DWELLINGS,1,10011,1,0,1,"1,510","3,072",1910,1,A9,"$7,500,000.00"
CHELSEA,01 ONE FAMILY DWELLINGS,1,10011,1,0,1,"2,162","3,600",1901,1,A4,"$6,350,000.00"
CHELSEA,01 ONE FAMILY DWELLINGS,1,10011,1,0,1,822,"2,776",1901,1,A9,"$4,650,000.00"
CHELSEA,02 TWO FAMILY DWELLINGS,1,10011,2,0,2,"2,024","4,361",1900,1,B1, $	-   
CHELSEA,04 TAX CLASS 1 CONDOS,1C,10011,1,0,1,"2,227","2,010",1910,1,R6, $	-   
CHELSEA,04 TAX CLASS 1 CONDOS,1C,10011,1,0,1,"2,227","2,010",1910,1,R6, $	-   
CHELSEA,04 TAX CLASS 1 CONDOS,1C,10011,1,0,1,0,675,1900,1,R6,"$1,450,000.00"
CHELSEA,07 RENTALS - WALKUP APARTMENTS,2B,10011,10,0,10,"1,274","6,030",1900,2,C1,"$5,300,000.00"
CHELSEA,07 RENTALS - WALKUP APARTMENTS,2B,10011,8,1,9,"1,835","8,520",1905,2,C7,"$22,318,320.00"
CHELSEA,07 RENTALS - WALKUP APARTMENTS,2B,10011,9,1,10,"1,825","7,655",1905,2,C7, $	-   
CHELSEA,07 RENTALS - WALKUP APARTMENTS,2A,10011,5,0,5,"2,227","5,230",1910,2,C2, $	-   
CHELSEA,07 RENTALS - WALKUP APARTMENTS,2B,10011,10,0,10,"2,534","9,375",1910,2,C1,"$9,350,000.00"
CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,10011,18,0,18,"2,050","7,980",1856,2,C5, $	-   
CHELSEA,07 RENTALS - WALKUP APARTMENTS,2A,10011,4,0,4,"1,863",0,1900,2,C3, $	-   
CHELSEA,07 RENTALS - WALKUP APARTMENTS,2A,10011,6,0,6,"1,528","3,950",1900,2,C2,"$7,500,000.00"
CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,10011,16,2,18,"3,967","14,375",1900,2,C4,$10.00
CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,10011,16,2,18,"3,967","14,375",1900,2,C4,"$18,350,000.00"
CHELSEA,07 RENTALS - WALKUP APARTMENTS,2B,10011,8,0,8,"1,397","2,737",1910,2,C1, $	-   
CHELSEA,07 RENTALS - WALKUP APARTMENTS,2A,10001,4,0,4,"1,975","2,445",1900,2,C3,"$4,400,000.00"
CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,10011,102,18,120,"19,307","102,046",1905,2,C7,"$83,000,000.00"
CHELSEA,07 RENTALS - WALKUP APARTMENTS,2B,10011,8,0,8,"2,017","5,304",1910,2,C5, $	-   
CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,10011,15,0,15,"2,469","9,880",1901,2,C4, $	-   
CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,10011,20,0,20,"2,468","9,620",1901,2,C4,"$9,100,000.00"
CHELSEA,08 RENTALS - ELEVATOR APARTMENTS,2A,10011,6,0,6,"3,086","11,100",1900,2,D1, $	-   
CHELSEA,08 RENTALS - ELEVATOR APARTMENTS,2,10011,46,1,47,"7,486","39,628",1930,2,D9, $	-   
CHELSEA,08 RENTALS - ELEVATOR APARTMENTS,2,10011,20,0,20,"2,050","7,630",1920,2,D9,"$6,250,000.00"
CHELSEA,08 RENTALS - ELEVATOR APARTMENTS,2,10011,43,1,44,"9,200","39,504",1918,2,D6,"$41,409,879.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,10011,0,0,0,0,0,1900,2,C6,"$1,650,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,10011,0,0,0,0,0,1900,2,C6, $	-   
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1900,2,C6,"$350,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,10011,0,0,0,0,0,1900,2,C6,"$840,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1900,2,C6,"$641,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,10011,0,0,0,0,0,1900,2,C6,"$2,100,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,10014,0,0,0,0,0,1910,2,C6,"$2,950,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1920,2,C6,"$409,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1920,2,C6,"$645,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1910,2,C6,"$70,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1910,2,C6,"$70,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1900,2,C6,"$680,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1900,2,C6,"$720,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1900,2,C6,"$574,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,10011,0,0,0,0,0,1920,2,C6,"$725,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1920,2,C6,"$999,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,10011,0,0,0,0,0,1920,2,C6,"$1,405,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,10011,0,0,0,0,0,1900,2,C6,"$500,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,10011,0,0,0,0,0,1900,2,C6,"$485,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1920,2,C6,"$735,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1920,2,C6,"$455,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1940,2,C6,"$792,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1940,2,C6,"$750,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1940,2,C6,"$825,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1940,2,C6,"$830,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1920,2,C6,"$555,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1920,2,C6,"$445,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1900,2,C6,"$675,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,10011,0,0,0,0,0,1900,2,C6,"$985,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,10011,0,0,0,0,0,1900,2,C6,"$940,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1925,2,C6,"$600,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1925,2,C6,"$330,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1910,2,C6,"$1,900,000.00"
CHELSEA,09 COOPS - WALKUP APARTMENTS,2,10011,0,0,0,0,0,1910,2,C6,"$855,000.00"
