NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,750,1957,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,750,1957,2,R4,"$700,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,387,1957,2,R4,"$600,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,622,1957,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,622,1957,2,R4,"$500,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,447,1957,2,R4,"$550,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,622,1957,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,447,1956,2,R4,"$563,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,403,1956,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,441,1956,2,R4,"$545,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,403,1956,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,499,1956,2,R4,"$530,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,448,1956,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,724,1956,2,R4,"$835,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"6,926",690,1988,2,R4,"$950,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"6,926",585,1988,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"6,926",512,1988,2,R4,"$690,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"6,926",510,1988,2,R4,"$680,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"6,926",643,1988,2,R4,"$980,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"6,926",643,1988,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"6,926",373,1988,2,R4,"$540,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"6,926","1,040",1988,2,R4,"$1,650,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"6,926",586,1988,2,R4,"$827,500.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"6,926","1,263",1988,2,R4,"$1,452,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"17,812",642,1979,2,R4,"$766,100.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"17,812",621,1979,2,R4,"$800,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"17,812","1,006",1979,2,R4,"$1,460,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"17,812",621,1979,2,R4,"$835,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"17,812",683,1979,2,R4,"$965,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"17,812",710,1979,2,R4,"$940,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"17,812",621,1979,2,R4,"$930,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"17,812",683,1979,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"17,812",642,1979,2,R4,"$1,047,500.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"17,812",651,1979,2,R4,"$926,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"17,812",683,1979,2,R4,"$947,750.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"17,812","1,160",1979,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"17,812",606,1979,2,R4,"$1,200,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"17,812","1,160",1979,2,R4,"$1,700,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"17,812",606,1979,2,R4,"$908,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"12,830",631,0,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"12,830",432,0,2,R4,"$575,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,995,2006,2,R4,"$1,330,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"2,086",2006,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"2,086",2006,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,647,2006,2,R4,"$1,050,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"5,006",2006,2,R4,"$8,470,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,171",1985,2,R4,"$370,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,609,1985,2,R4,"$615,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,609,1985,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,288",1985,2,R4,"$1,750,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,880,1985,2,R4,"$1,050,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,800,0,2,R4,"$850,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,800,0,2,R4,"$999,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,800,0,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,842,1958,2,R4,"$1,025,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,563",1958,2,R4,"$2,075,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,198",1958,2,R4,"$1,660,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,868,1958,2,R4,"$1,185,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,937",2006,2,R4,"$3,175,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,930",2006,2,R4,"$2,825,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,970,2006,2,R4,"$1,550,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,922",2006,2,R4,"$3,000,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,966,2006,2,R4,"$1,620,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,922",2006,2,R4,"$3,075,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,335",2006,2,R4,"$2,295,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,376,1990,2,R4,"$582,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,878,1990,2,R4,"$990,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,391,1990,2,R4,"$2,450,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,253",1990,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,253",1990,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,300",1990,2,R4,"$1,525,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,300",1990,2,R4,"$3,850,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,788,1990,2,R4,$10.00
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,647",1990,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"2,283",1990,2,R4,"$3,150,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,604,0,2,R4,"$890,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,777,0,2,R4,"$1,150,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,780,2004,2,R4,"$995,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,780,2004,2,R4,"$995,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"2,016",2014,2,R4,"$4,406,931.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,929",2014,2,R4,"$4,025,087.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,926",2014,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,926",2014,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,742",2014,2,R4,"$3,999,631.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"2,197",2014,2,R4,"$5,068,793.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"2,195",2014,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"2,193",2014,2,R4,"$5,705,200.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,746",2014,2,R4,"$4,412,022.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"2,193",2014,2,R4,"$5,221,531.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"2,619",2014,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"2,246",2014,2,R4,"$6,417,975.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"4,516",2014,2,R4,"$12,931,775.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"2,993",2014,2,R4,"$8,495,205.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,789,0,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,789,0,2,R4,"$995,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,789,0,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,275",0,2,R4,"$1,700,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,964,0,2,R4,"$1,050,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,522,0,2,R4,"$600,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,230",0,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,230",0,2,R4,"$1,900,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,551",0,2,R4,"$2,775,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,628",0,2,R4,"$2,775,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,795",0,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,795",0,2,R4,"$3,750,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,565",1983,2,R4,"$1,950,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,932,1983,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,249",1983,2,R4,"$1,825,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,547,1980,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,522,1980,2,R4,"$720,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,521,1980,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,759,1980,2,R4,"$1,020,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"10,318",531,1977,2,R4,"$700,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"10,318",531,1977,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"10,318",531,1977,2,R4,"$810,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"10,318",566,1977,2,R4,"$768,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"10,318",567,1977,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"10,318",567,1977,2,R4,"$641,497.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"10,318",564,1977,2,R4,"$775,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"10,318",564,1977,2,R4,"$750,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"10,318",547,1977,2,R4,"$700,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"20,139","1,005",2008,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"20,139","1,147",2008,2,R4,"$1,934,675.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"20,139","1,132",2008,2,R4,"$1,850,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"20,139","1,636",2008,2,R4,"$3,584,893.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"20,139","3,004",2008,2,R4,"$7,537,550.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"20,139","3,004",2008,2,R4,"$7,690,287.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"20,139","3,004",2008,2,R4,"$7,741,200.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"20,139","2,609",2008,2,R4,"$5,857,437.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"20,139","5,893",2008,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,972",0,2,R4,"$2,500,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,972",0,2,R4,"$3,200,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,766",0,2,R4,"$2,400,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,871,0,2,R4,"$1,375,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,612",0,2,R4,"$2,385,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,588",0,2,R4,"$2,562,500.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,580,0,2,R4,"$800,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,580,0,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"2,009",0,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"2,835",0,2,R4,"$6,500,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"3,082",0,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,589",0,2,R4,"$2,350,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,493",0,2,R4,"$2,300,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,493",0,2,R4,"$2,000,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"4,719",0,2,R4,"$14,500,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,615,1962,2,R4,"$769,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,430,1962,2,R4,"$475,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,426,1962,2,R4,"$550,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,426,1962,2,R4,"$223,551.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,466,1962,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,456,1962,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,456,1962,2,R4,"$350,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,430,1962,2,R4,"$560,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,475,1962,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,457,1962,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,517,1962,2,R4,"$565,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,543,1962,2,R4,"$570,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,459,1962,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,355",1962,2,R4,"$2,151,500.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,321",1984,2,R4,"$2,515,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,327",1984,2,R4,"$2,775,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,256",1984,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,327",1984,2,R4,"$1,500,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,327",1984,2,R4,"$4,100,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,791,1984,2,R4,"$1,140,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,256",1984,2,R4,"$1,600,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,745,1984,2,R4,"$945,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,680,1984,2,R4,"$940,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,327",1984,2,R4,"$1,825,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,256",1984,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,985",1984,2,R4,"$2,450,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"2,287",1984,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"7,350",506,0,2,R4,"$570,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"7,350",947,0,2,R4,"$930,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"7,350",939,0,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"7,350",939,0,2,R4,"$1,115,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"7,350",948,0,2,R4,"$1,160,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"7,350",562,0,2,R4,"$705,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"7,350",562,0,2,R4,"$685,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"7,350","1,092",0,2,R4,"$1,337,090.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"16,820","1,124",1982,2,R4,"$1,360,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"16,820",815,1982,2,R4,"$1,020,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"16,820",815,1982,2,R4,"$1,075,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,"16,820","1,390",1982,2,R4,"$1,675,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10017,1,0,1,0,"1,204",1982,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,"8,837","2,195",2014,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,"7,531",674,0,2,R4,"$630,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,"7,531",556,0,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,"7,531",539,0,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,"7,531",700,0,2,R4,"$700,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,"7,531",544,0,2,R4,"$600,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,874",0,2,R4,"$2,600,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,752",0,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,885,0,2,R4,"$1,125,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,122",0,2,R4,"$1,725,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,"15,053",919,2007,2,R4,"$1,477,500.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,"15,053",752,2007,2,R4,"$1,088,770.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,"15,053","1,886",2007,2,R4,"$3,300,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,"15,053",747,2007,2,R4,"$1,475,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,"15,053","1,518",2007,2,R4,"$3,115,000.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,"15,053","2,408",2007,2,R4,"$2,871,805.00"
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,"15,053",986,2007,2,R4, $	-   
MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,10022,1,0,1,0,"1,749",0,2,R4,"$2,190,000.00"
